estacion|nombre|categoria|tecnologia|estado|departamento|municipio|fecha_instalacion|fecha_suspension|area_operativa|corriente|area_hidrografica|zona_hidrografica|subzona_hidrografica|entidad|longitud|latitud
23087490|GUATAPE RN 9A |Limnigrafica|Convencional|Activa|Antioquia|San Rafael|15/03/1986||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.03333333|6.3
23087540|BIZCOCHO EL RN 31 |Limnigrafica|Convencional|Activa|Antioquia|San Rafael|15/03/1988||Area Operativa 01 - Antioquia-Choco|Bizcocho|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.06666667|6.3
23087550|CHURIMO EL RN 32 |Limnigrafica|Convencional|Activa|Antioquia|San Rafael|15/04/1988||Area Operativa 01 - Antioquia-Choco|Churimo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.06666667|6.3
23087590|VERT STA RITA RN34 |Limnigrafica|Convencional|Activa|Antioquia|Alejandr�a|15/11/1988||Area Operativa 01 - Antioquia-Choco|Nare|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.16666667|6.3
23087840|SOBRANTE BOMBEO |Limnigrafica|Convencional|Activa|Antioquia|Guarne|15/02/1957||Area Operativa 01 - Antioquia-Choco|Honda|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.41666667|6.3
24010930|PINOS LOS |Pluviometrica|Convencional|Activa|Santander|Oiba|15/03/1970||Area Operativa 08 - Santanderes-Arauca|Qda La Palma|Magdalena Cauca|Sogamoso|R�o Su�rez|FEDERACION NACIONAL DE CAFETEROS|-73.28333333|6.3
27010350|CHORRILLOS |Pluviografica|Convencional|Activa|Antioquia|Medell�n|15/03/1948||Area Operativa 01 - Antioquia-Choco|Qda La Palma|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.3
27011250|PEDREGAL |Pluviometrica|Convencional|Activa|Antioquia|Medell�n|01/02/1996||Area Operativa 01 - Antioquia-Choco|Qda La Palma|Magdalena Cauca|Nech�|R�o Porce|ESTACIONES PARTICULARES|-75.56666667|6.3
27017100|CHORRILLOS RM 8 |Limnigrafica|Convencional|Activa|Antioquia|Medell�n|15/01/1936||Area Operativa 01 - Antioquia-Choco|Qda Chorrillos|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.51666667|6.3
11077140|PTE NENDO RP 7A |Limnigrafica|Convencional|Activa|Antioquia|Urrao|15/08/1992||Area Operativa 01 - Antioquia-Choco|Nendo|Caribe|Atrato - Dari�n|Directos Atrato entre r�os Bebaram� y Murr� (md)|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.55|6.31666667
23080440|CORRIENTES |Pluviografica|Convencional|Activa|Antioquia|San Vicente|15/12/1967||Area Operativa 01 - Antioquia-Choco|Nendo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.26666667|6.31666667
23080610|BIZCOCHO EL |Pluviografica|Convencional|Activa|Antioquia|San Rafael|15/12/1968||Area Operativa 01 - Antioquia-Choco|Nendo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.08333333|6.31666667
23080690|PLAYAS |Pluviografica|Convencional|Activa|Antioquia|San Rafael|15/09/1981||Area Operativa 01 - Antioquia-Choco|Nendo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.95|6.31666667
23085050|STA RITA |Climatica Principal|Convencional|Activa|Antioquia|Alejandr�a|15/11/1958||Area Operativa 01 - Antioquia-Choco|Nendo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.16666667|6.31666667
27011060|PLANTA MANANTIALES |Pluviografica|Convencional|Activa|Antioquia|Bello|15/07/1986||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.53333333|6.31666667
27018030|MANANTIALES |Limnimetrica|Convencional|Activa|Antioquia|Bello|02/03/1998||Area Operativa 01 - Antioquia-Choco|Grande|Magdalena Cauca|Nech�|R�o Porce|ESTACIONES PARTICULARES|-75.53333333|6.31666667
11070110|NENDO |Pluviografica|Convencional|Activa|Antioquia|Urrao|15/03/1978||Area Operativa 01 - Antioquia-Choco|Grande|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.31666667|6.33333333
23085230|PLAYAS |Climatica Principal|Convencional|Activa|Antioquia|San Rafael|15/06/1983||Area Operativa 01 - Antioquia-Choco|Nendo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.96666667|6.33333333
24010010|AGUAFRIA |Pluviometrica|Convencional|Activa|Santander|Chima (Santander)|15/02/1981||Area Operativa 08 - Santanderes-Arauca|Barbacoas|Magdalena Cauca|Sogamoso|R�o Su�rez|FEDERACION NACIONAL DE CAFETEROS|-73.36666667|6.33333333
23080520|COCORNA |Pluviometrica|Convencional|Activa|Antioquia|Cocorn�|15/11/1968||Area Operativa 01 - Antioquia-Choco|Qda La Salada|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.18333333|6.06666667
23085090|ALDEA LA |Climatica Principal|Convencional|Activa|Antioquia|Cocorn�|15/01/1991||Area Operativa 01 - Antioquia-Choco|Qda La Salada|Magdalena Cauca|Medio Magdalena|R�o Nare|FEDERACION NACIONAL DE CAFETEROS|-75.18333333|6.06666667
23085120|MAQUINA LA |Climatica Principal|Convencional|Activa|Antioquia|Cocorn�|15/01/1991||Area Operativa 01 - Antioquia-Choco|Qda La Salada|Magdalena Cauca|Medio Magdalena|R�o Nare|FEDERACION NACIONAL DE CAFETEROS|-75.2|6.06666667
23087900|PTE LAS PALMAS |Limnigrafica|Convencional|Activa|Antioquia|Granada (Antioquia)|15/12/1994||Area Operativa 01 - Antioquia-Choco|Calderas|Magdalena Cauca|Medio Magdalena|R�o Nare|INTERCONEXION ELECTRICA S.A.|-75.06666667|6.06666667
27010360|CALDAS |Pluviografica|Convencional|Activa|Antioquia|Caldas (Antioquia)|15/08/1949||Area Operativa 01 - Antioquia-Choco|Chitaraque|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.63333333|6.06666667
23080300|CARMEN EL |Pluviometrica|Convencional|Activa|Antioquia|Carmen De Viboral|15/01/1959||Area Operativa 01 - Antioquia-Choco|Chitaraque|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.33333333|6.08333333
23087240|PTE ANGOSTURARN |Limnigrafica|Convencional|Activa|Antioquia|Retiro|15/08/1977||Area Operativa 01 - Antioquia-Choco|Pantanillo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.48333333|6.08333333
23087430|FE LA |Limnimetrica|Convencional|Activa|Antioquia|Retiro|15/06/1973||Area Operativa 01 - Antioquia-Choco|Embalse La Fe|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.08333333
23087600|REB BOM PLNT RN 1B |Limnigrafica|Convencional|Activa|Antioquia|Retiro|15/06/1973||Area Operativa 01 - Antioquia-Choco|Pantanillo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.08333333
23080210|FE LA |Pluviografica|Convencional|Activa|Antioquia|Retiro|15/03/1948||Area Operativa 01 - Antioquia-Choco|Pantanillo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.1
23085240|SAMANA |Climatica Principal|Convencional|Activa|Antioquia|San Carlos (Antioquia)|15/06/1983||Area Operativa 01 - Antioquia-Choco|Pantanillo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.83333333|6.1
23087780|MONTENEVADO |Limnimetrica|Convencional|Activa|Antioquia|Rionegro (Antioquia)|15/03/1993||Area Operativa 01 - Antioquia-Choco|Rionegro|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.48333333|6.1
23087790|FLOR SILVESTRE |Limnimetrica|Convencional|Activa|Antioquia|Carmen De Viboral|15/03/1993||Area Operativa 01 - Antioquia-Choco|Qda La Cimarrona|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.33333333|6.1
24035160|ESPERANZA LA |Climatica Ordinaria|Convencional|Activa|Boyaca|Sativanorte|15/11/1997||Area Operativa 06 - Boyaca-Casanare-Vichada|Pantanillo|Magdalena Cauca|Sogamoso|R�o Chicamocha|ESTACIONES PARTICULARES|-72.88333333|6.1
24010890|RECREO EL |Pluviometrica|Convencional|Activa|Santander|Suaita|15/04/1970||Area Operativa 08 - Santanderes-Arauca|Espiritu Santo|Magdalena Cauca|Sogamoso|R�o Su�rez|FEDERACION NACIONAL DE CAFETEROS|-73.48333333|6.11666667
24010920|CIELO ROTO |Pluviometrica|Convencional|Activa|Santander|Suaita|15/07/1970||Area Operativa 08 - Santanderes-Arauca|Espiritu Santo|Magdalena Cauca|Sogamoso|R�o Su�rez|FEDERACION NACIONAL DE CAFETEROS|-73.46666667|6.11666667
23080290|MONTIJO |Pluviometrica|Convencional|Activa|Antioquia|Rionegro (Antioquia)|15/05/1953||Area Operativa 01 - Antioquia-Choco|Espiritu Santo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.43333333|6.13333333
23080350|SANTUARIO |Pluviometrica|Convencional|Activa|Antioquia|Santuario (Antioquia)|15/01/1959||Area Operativa 01 - Antioquia-Choco|Espiritu Santo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.26666667|6.13333333
27010620|BOQUERON |Pluviometrica|Convencional|Activa|Antioquia|Medell�n|15/03/1959||Area Operativa 01 - Antioquia-Choco|Barbacoas|Magdalena Cauca|Cauca|Directos R�o Cauca  entre R�o San Juan y  Pto Valdivia|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.66666667|6.33333333
27011220|CONVENTO EL |Pluviografica|Convencional|Activa|Antioquia|Copacabana|15/05/1994||Area Operativa 01 - Antioquia-Choco|Barbacoas|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.33333333
11077040|RP-1 |Limnigrafica|Convencional|Activa|Antioquia|Urrao|15/04/1977||Area Operativa 01 - Antioquia-Choco|Penderisco|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.15|6.35
23080840|TOCAIMA |Pluviometrica|Convencional|Activa|Antioquia|Alejandr�a|15/10/1987||Area Operativa 01 - Antioquia-Choco|Penderisco|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.11666667|6.35
23080990|JAGUAS |Pluviometrica|Convencional|Activa|Antioquia|San Rafael|19/01/1998||Area Operativa 01 - Antioquia-Choco|Penderisco|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-74.98333333|6.35
27017650|EMBALSE LA GARCIA |Limnimetrica|Convencional|Activa|Antioquia|Bello|15/04/1952||Area Operativa 01 - Antioquia-Choco|Qda La Garcia|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.35
27010370|FABRICATO |Pluviografica|Convencional|Activa|Antioquia|Bello|15/09/1949||Area Operativa 01 - Antioquia-Choco|Brizuela|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.6|6.36666667
23087520|VERT. PLAYAS RN 28 |Limnigrafica|Convencional|Suspendida|Antioquia|San Rafael|15/05/1987|15/05/1991|Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.95|6.35
27010760|NIQUIA |Pluviografica|Convencional|Activa|Antioquia|Bello|15/08/1984||Area Operativa 01 - Antioquia-Choco|Brizuela|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.53333333|6.36666667
27017570|GUAMITO RMS 19 |Limnigrafica|Convencional|Activa|Antioquia|Guarne|15/11/1981||Area Operativa 01 - Antioquia-Choco|Qda Ovejas|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.36666667|6.36666667
27017810|ANCON NORTE RMS 20 |Limnigrafica|Convencional|Activa|Antioquia|Copacabana|15/10/1988||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.48333333|6.36666667
27018040|DESCARGA TASAJERA |Limnimetrica|Convencional|Activa|Antioquia|Girardota|19/01/1998||Area Operativa 01 - Antioquia-Choco|Grande|Magdalena Cauca|Nech�|R�o Porce|ESTACIONES PARTICULARES|-75.41666667|6.36666667
27018060|RMS-22 GIRARDOTA |Limnimetrica|Convencional|Activa|Antioquia|Girardota|22/03/1995||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Nech�|R�o Porce|ESTACIONES PARTICULARES|-75.45|6.36666667
11070100|SIRENO EL |Pluviografica|Convencional|Activa|Antioquia|Urrao|15/03/1978||Area Operativa 01 - Antioquia-Choco|Medellin|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.23333333|6.38333333
23080450|REMANGO |Pluviografica|Convencional|Activa|Antioquia|Concepci�n (Antioquia)|15/12/1967||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.18333333|6.38333333
23087500|MONOS RN 26 |Limnigrafica|Convencional|Activa|Antioquia|Caracol�|15/07/1986||Area Operativa 01 - Antioquia-Choco|Nus|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.73333333|6.38333333
27017860|ANIMAS LAS RG 11A |Limnigrafica|Convencional|Activa|Antioquia|San Pedro (Antioquia)|15/02/1989||Area Operativa 01 - Antioquia-Choco|Qda Las Animas|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.45|6.38333333
11070090|STA BARBARA |Pluviografica|Convencional|Activa|Antioquia|Urrao|15/03/1978||Area Operativa 01 - Antioquia-Choco|Nare|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.06666667|6.4
27027120|CHARCON PRN 1 |Limnigrafica|Convencional|Suspendida|Antioquia|Anor�|15/07/1979|15/02/1994|Area Operativa 01 - Antioquia-Choco|Anori|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.01666667|6.38333333
23087470|VIENTO EL |Limnigrafica|Convencional|Suspendida|Antioquia|Alejandr�a|15/03/1987|20/10/2010|Area Operativa 01 - Antioquia-Choco|Nare|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESA GENERADORA DE ENERGIA|-75.09077778|6.39369444
23080360|CONCEPCION |Pluviometrica|Convencional|Activa|Antioquia|Concepci�n (Antioquia)|15/01/1959||Area Operativa 01 - Antioquia-Choco|Nare|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.26666667|6.4
23080470|COMBO EL |Pluviografica|Convencional|Activa|Antioquia|Alejandr�a|15/12/1967||Area Operativa 01 - Antioquia-Choco|Nare|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.08333333|6.4
27010480|TASAJERA |Pluviografica|Convencional|Activa|Antioquia|Barbosa (Antioquia)|15/08/1984||Area Operativa 01 - Antioquia-Choco|Nare|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.43333333|6.4
11070150|PALMERA LA |Pluviografica|Convencional|Activa|Antioquia|Urrao|15/07/1980||Area Operativa 01 - Antioquia-Choco|Nare|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.5|6.41666667
23087810|LLANO GRANDE |Limnimetrica|Convencional|Activa|Antioquia|Rionegro (Antioquia)|15/06/1993||Area Operativa 01 - Antioquia-Choco|Negro|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.43333333|6.13333333
23087820|AMISTAD LA |Limnimetrica|Convencional|Activa|Antioquia|Santuario (Antioquia)|15/06/1993||Area Operativa 01 - Antioquia-Choco|Qda La Marinilla|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.26666667|6.13333333
27017270|ANCON SUR RMS 17 |Limnigrafica|Convencional|Activa|Antioquia|La Estrella|15/12/1979||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.61666667|6.13333333
11070120|PABON |Pluviografica|Convencional|Activa|Antioquia|Urrao|15/03/1978||Area Operativa 01 - Antioquia-Choco|Medellin|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.13333333|6.15
23080230|PALMAS LAS |Pluviografica|Convencional|Activa|Antioquia|Retiro|15/04/1948||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.53333333|6.15
23080270|RIONEGRO LA MACARE |Pluviografica|Convencional|Activa|Antioquia|Rionegro (Antioquia)|15/10/1949||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.36666667|6.15
23080540|GRANADA |Pluviometrica|Convencional|Activa|Antioquia|Granada (Antioquia)|15/12/1968||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.18333333|6.15
23087370|CANAFISTOL PSN 4 |Limnigrafica|Convencional|Activa|Antioquia|San Carlos (Antioquia)|15/07/1981||Area Operativa 01 - Antioquia-Choco|Samana Norte|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.81666667|6.15
23087460|CHARCO LARGO |Limnigrafica|Convencional|Activa|Antioquia|San Carlos (Antioquia)|15/11/1989||Area Operativa 01 - Antioquia-Choco|Calderas|Magdalena Cauca|Medio Magdalena|R�o Nare|INTERCONEXION ELECTRICA S.A.|-75.06666667|6.15
23087710|BOCATOMA ACUEDUCTO |Limnimetrica|Convencional|Activa|Antioquia|Santuario (Antioquia)|15/05/1992||Area Operativa 01 - Antioquia-Choco|Qda Bodegas|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.26666667|6.15
23087720|BOCATOMA ACUEDUCTO |Limnimetrica|Convencional|Activa|Antioquia|Santuario (Antioquia)|15/05/1992||Area Operativa 01 - Antioquia-Choco|Qda Bodegas|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.26666667|6.15
23087730|TABLAZO EL |Limnimetrica|Convencional|Activa|Antioquia|Rionegro (Antioquia)|15/05/1992||Area Operativa 01 - Antioquia-Choco|Qda La Bolsa|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.45|6.15
23087880|PTE PEATONAL |Limnigrafica|Convencional|Activa|Antioquia|San Carlos (Antioquia)|15/11/1994||Area Operativa 01 - Antioquia-Choco|Qda La Arenosa|Magdalena Cauca|Medio Magdalena|R�o Nare|INTERCONEXION ELECTRICA S.A.|-75.03333333|6.15
23087390|RIONEGRO LA HOLAND |Limnigrafica|Convencional|Suspendida|Antioquia|Rionegro (Antioquia)|15/06/1985|15/07/1991|Area Operativa 01 - Antioquia-Choco|Negro|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.36666667|6.15
23087850|CASA MIA RNS 22 |Limnimetrica|Convencional|Suspendida|Antioquia|Rionegro (Antioquia)|15/12/1989|15/12/1991|Area Operativa 01 - Antioquia-Choco|Qda La Pereira|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.35|6.15
23080620|ARABIA LA |Pluviografica|Convencional|Activa|Antioquia|Puerto Nare|15/08/1968||Area Operativa 01 - Antioquia-Choco|Qda La Grande|Magdalena Cauca|Medio Magdalena|Directos Magdalena Medio entre r�os La Miel y Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.75|6.16666667
23080700|CALDERAS |Pluviografica|Convencional|Activa|Antioquia|Granada (Antioquia)|15/08/1974||Area Operativa 01 - Antioquia-Choco|Qda La Grande|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.1|6.16666667
23087250|RAMADA LA RNS 18 |Limnigrafica|Convencional|Activa|Antioquia|Marinilla|15/08/1977||Area Operativa 01 - Antioquia-Choco|Qda Marinilla|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.33333333|6.16666667
24040070|CHOCHOS |Pluviometrica|Convencional|Activa|Santander|Hato|15/08/1979||Area Operativa 08 - Santanderes-Arauca|Riogrande|Magdalena Cauca|Sogamoso|R�o Su�rez|FEDERACION NACIONAL DE CAFETEROS|-73.3|6.53333333
23080530|CARACOLI |Pluviometrica|Convencional|Activa|Antioquia|Caracol�|15/12/1968||Area Operativa 01 - Antioquia-Choco|Nare|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.76666667|6.41666667
26230090|AURRA |Pluviografica|Convencional|Activa|Antioquia|San Pedro (Antioquia)|15/06/1951||Area Operativa 01 - Antioquia-Choco|Nare|Magdalena Cauca|Cauca|Directos R�o Cauca  entre R�o San Juan y  Pto Valdivia|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.61666667|6.41666667
27017380|HATILLO EL RMS-13 |Limnigrafica|Convencional|Activa|Antioquia|Barbosa (Antioquia)|15/04/1972||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.4|6.41666667
11070080|MANDE |Pluviografica|Convencional|Activa|Antioquia|Urrao|15/03/1978||Area Operativa 01 - Antioquia-Choco|Medellin|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.45|6.43333333
11077050|ENCARNACION RP-2 |Limnigrafica|Convencional|Activa|Antioquia|Urrao|15/02/1977||Area Operativa 01 - Antioquia-Choco|Encarnacion|Caribe|Atrato - Dari�n|R�o Murr�|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.15|6.43333333
23080870|PALMAS SAN ROQUE |Pluviografica|Convencional|Activa|Antioquia|San Roque|15/07/1988||Area Operativa 01 - Antioquia-Choco|Encarnacion|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.93333333|6.43333333
24020190|LAGUNA LA |Pluviometrica|Convencional|Activa|Santander|P�ramo|15/08/1967||Area Operativa 08 - Santanderes-Arauca|Encarnacion|Magdalena Cauca|Sogamoso|R�o Fonce|FEDERACION NACIONAL DE CAFETEROS|-73.16666667|6.43333333
27010530|ALTO SAN ANDRES |Pluviografica|Convencional|Activa|Antioquia|Girardota|15/12/1958||Area Operativa 01 - Antioquia-Choco|Aurra|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.45|6.43333333
27010570|BARBOSA |Pluviometrica|Convencional|Activa|Antioquia|Barbosa (Antioquia)|15/01/1959||Area Operativa 01 - Antioquia-Choco|Aurra|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.33333333|6.43333333
27010730|MEDINA |Pluviografica|Convencional|Activa|Antioquia|San Pedro (Antioquia)|15/02/1967||Area Operativa 01 - Antioquia-Choco|Aurra|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.53333333|6.43333333
27017950|MATADERO RMS-21 |Limnigrafica|Convencional|Activa|Antioquia|Barbosa (Antioquia)|15/03/1993||Area Operativa 01 - Antioquia-Choco|Medellin|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.33333333|6.43333333
23087630|CHARCO NEGRO |Limnigrafica|Convencional|Activa|Antioquia|San Roque|15/07/1991||Area Operativa 01 - Antioquia-Choco|Nusito|Magdalena Cauca|Medio Magdalena|R�o Nare|INTERCONEXION ELECTRICA S.A.|-75.08333333|6.45
24020140|MESON EL |Pluviometrica|Convencional|Activa|Santander|Valle De San Jos�|15/03/1979||Area Operativa 08 - Santanderes-Arauca|Nusito|Magdalena Cauca|Sogamoso|R�o Fonce|FEDERACION NACIONAL DE CAFETEROS|-73.13333333|6.45
23080330|STO DOMINGO |Pluviometrica|Convencional|Activa|Antioquia|Santo Domingo|15/01/1959||Area Operativa 01 - Antioquia-Choco|Qda La Garcia|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.16666667|6.46666667
23080480|COL LA PRESENTACIO |Pluviometrica|Convencional|Activa|Antioquia|San Roque|15/01/1957||Area Operativa 01 - Antioquia-Choco|Qda La Garcia|Magdalena Cauca|Medio Magdalena|R�o Nare|FEDERACION NACIONAL DE CAFETEROS|-75.05|6.46666667
